"" "" "" "" "" "" "" "" "foldChange"
"MMP10" 5.4921475275334 0 4.99154501438449 0 0 0.520965197215777 0 0.260076555023923 -1.21276595744681
"MMP12" 7.73498476229067 0 55.4931972789116 0 0.00330022667712841 0.724557768924303 0 0.248842639593909 -1.21276595744681
"SIAH2" 35.0514747918387 0 18.6959778940985 0 0.000309782065879627 0.520965197215777 0 0.232228571428571 -1.21276595744681
"FCGR1B" 37.2840361635152 0 65.1747124867707 0 0.000316883116883117 0 0 0.142696629213483 0.824561403508769
"TLR1" 28.4725545684422 0 56.7091454959334 0 0 0.00861016949152542 0 0.115018867924528 0.824561403508743
"IFI16" 28.5345066749844 0 55.6960412650818 0 0.000511948790896159 0 0 0.115018867924528 0.82456140350881
"NR4A1" 44.5468417813245 0 40.1627187093267 0 0 0.301037037037037 0 0.208165413533835 -1.2127659574468
"GPR42" 6.51044197485146 0 43.2865150529131 0 0.000105263157894737 0.00861016949152542 0 0.137458823529412 -1.21276595744681
"RNA45S5" 24.6627110019114 0 15.0775843828478 0 0.00215516741061548 0.29107027027027 0 0.214073578595318 -1.21276595744682
"CD1B" 23.5917459390082 0 0.812163847922977 0 5.12820512820513e-05 0.520965197215777 0 0.220452830188679 -1.21276595744681
"RBM47" 14.154654701516 0 13.8942045951122 0 0.00256242172539602 0.09652 0 0.152 0.824561403508753
"KMT2A" 4.36330631217756 0 37.4294315925828 0 0 0.516141025641026 0 0.217714285714286 0.824561403508752
"CD24" 30.3213932664765 0 30.9679838259834 0 0.000526984126984127 0.349849056603774 0 0.20831654676259 -1.21276595744681
"CASP4" 13.1391399442255 0 55.7640660733213 0 0.000302921884317233 0 0 0 -1.2127659574468
"TPSAB1" 7.96317757543853 0 33.7192588752719 0 0.000108108108108108 0.527191111111111 0 0.198782608695652 -1.21276595744681
"DNASE1L3" 28.453801254913 0 47.9207063363923 0 0.000676295704692278 0.368183486238532 0 0.0940740740740741 -1.21276595744682
"EPN2-AS1" 13.9060896620711 0 54.0840201955537 0 0.00368191651282947 0.461163120567376 0 0.264885714285714 -1.21276595744681
"GIMAP4" 59.2742866888199 0 35.545233270335 0 0.000122768222768223 0.433753846153846 0 0.152 0.824561403508798
"TLR8" 38.2796283412492 0 22.0584360586583 0 -6.55200655200655e-06 0.468508833922262 0 0.116590163934426 0.824561403508773
"F13A1" 14.0980992498815 0.0365843621399177 55.1111375238597 0.0106947368421053 5.55555555555556e-05 0.520965197215777 0 0.264885714285714 -1.21276595744681
"PJA2" 4.05051406224748 0 22.9327092193699 0 0 0.144059701492537 0 0.142696629213483 0.824561403508775
"UGT2B28" 8.06139067654339 0 32.5474329260017 0 0.000490216460804696 0.0586153846153846 0 0.0940740740740741 -1.21276595744681
"FCGR1A" 33.9521616505807 0 29.4752392249715 0 0.00067384410981972 0.0976923076923077 0 0.179473053892216 0.824561403508767
"S100A8" 30.3187932686649 0 45.9428611145762 0 0.000226470588235294 0.378810344827586 0 0.14443137254902 -1.21276595744697
"RRN3P2" 40.3278831839154 0 41.2528650460876 0 0.000217391304347826 0.520965197215777 0 0.270060889929742 -1.21276595744681
